_source,_cellid,stem_cell_name,stem_cell_type,cell_grade,produced_by,provider_distributor,reference_publications,gender_of_donor,ethnicity_of_donor,health_status,age_of_donor,source_cell_type,organ_tissue_of_origin_of_source_cell
hPSCreg,CIRMi239-A,"CIRMi239-A (CW80009)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"dyskinesia with orofacial involvement",15-19,"blood cell",
hPSCreg,CIRMi240-A,"CIRMi240-A (CW80010)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,healthy,30-34,fibroblast,
hPSCreg,CIRMi241-A,"CIRMi241-A (CW80011)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,healthy,35-39,fibroblast,
hPSCreg,CIRMi242-A,"CIRMi242-A (CW80012)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"dyskinesia with orofacial involvement",,fibroblast,
hPSCreg,CIRMi243-A,"CIRMi243-A (CW80014)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,healthy,45-49,fibroblast,
hPSCreg,CIRMi244-A,"CIRMi244-A (CW80053)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,healthy,40-44,fibroblast,
hPSCreg,CIRMi245-A,"CIRMi245-A (CW80054)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"dyskinesia with orofacial involvement",10-14,fibroblast,
hPSCreg,CIRMi246-A,"CIRMi246-A (CW80018)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"dyskinesia with orofacial involvement",40-44,fibroblast,
hPSCreg,CIRMi247-A,"CIRMi247-A (CW80019)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,healthy,,fibroblast,
hPSCreg,CIRMi248-A,"CIRMi248-A (CW80055)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,healthy,30-34,"blood cell",
hPSCreg,CIRMi249-A,"CIRMi249-A (CW80021)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,healthy,35-39,fibroblast,
hPSCreg,CIRMi250-A,"CIRMi250-A (CW80022)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,healthy,40-44,fibroblast,
hPSCreg,CIRMi251-A,"CIRMi251-A (CW80024)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,healthy,15-19,fibroblast,
hPSCreg,CIRMi252-A,"CIRMi252-A (CW80025)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,healthy,10-14,fibroblast,
hPSCreg,CIRMi253-A,"CIRMi253-A (CW80026)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,healthy,15-19,fibroblast,
hPSCreg,CIRMi254-A,"CIRMi254-A (CW80027)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,healthy,10-14,fibroblast,
hPSCreg,CIRMi255-A,"CIRMi255-A (CW80028)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,healthy,50-54,fibroblast,
hPSCreg,CIRMi256-A,"CIRMi256-A (CW80030)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"dyskinesia with orofacial involvement",15-19,fibroblast,
hPSCreg,CIRMi257-A,"CIRMi257-A (CW80031)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"dyskinesia with orofacial involvement",15-19,"blood cell",
hPSCreg,CIRMi258-A,"CIRMi258-A (CW80038)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"dyskinesia with orofacial involvement",1-4,"blood cell",
hPSCreg,CIRMi259-A,"CIRMi259-A (CW80040)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,healthy,60-64,"blood cell",
hPSCreg,CIRMi260-A,"CIRMi260-A (CW80041)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,healthy,50-54,"blood cell",
hPSCreg,CIRMi261-A,"CIRMi261-A (CW80042)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"dyskinesia with orofacial involvement",20-24,"blood cell",
hPSCreg,CIRMi262-A,"CIRMi262-A (CW80043)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,healthy,20-24,"blood cell",
hPSCreg,CIRMi263-A,"CIRMi263-A (CW80044)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,healthy,35-39,"blood cell",
hPSCreg,CIRMi264-A,"CIRMi264-A (CW80048)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,healthy,30-34,"blood cell",
hPSCreg,CIRMi265-A,"CIRMi265-A (CW80049)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"dyskinesia with orofacial involvement",5-9,"blood cell",
hPSCreg,CIRMi266-A,"CIRMi266-A (CW80050)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,healthy,,"blood cell",
hPSCreg,CIRMi267-A,"CIRMi267-A (CW70001)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,healthy,55-59,"blood cell",
hPSCreg,CIRMi268-A,"CIRMi268-A (CW70002)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"type 2 diabetes mellitus",55-59,"blood cell",
hPSCreg,CIRMi269-A,"CIRMi269-A (CW70004)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",doi:10.1159/000512716,male,,"diabetic retinopathy",65-69,"blood cell",
hPSCreg,CIRMi270-A,"CIRMi270-A (CW70005)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"Primary Open Angle Glaucoma",85-89,"blood cell",
hPSCreg,CIRMi271-A,"CIRMi271-A (CW70006)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"Age-Related Macular Degeneration",85-89,"blood cell",
hPSCreg,CIRMi272-A,"CIRMi272-A (CW70007)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",80-84,"blood cell",
hPSCreg,CIRMi273-A,"CIRMi273-A (CW70008)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",65-69,"blood cell",
hPSCreg,CIRMi274-A,"CIRMi274-A (CW70009)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",65-69,"blood cell",
hPSCreg,CIRMi275-A,"CIRMi275-A (CW70011)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"Age-Related Macular Degeneration",80-84,"blood cell",
hPSCreg,CIRMi276-A,"CIRMi276-A (CW70012)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"Age-Related Macular Degeneration",90-94,"blood cell",
hPSCreg,CIRMi277-A,"CIRMi277-A (CW70013)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"Age-Related Macular Degeneration",55-59,"blood cell",
hPSCreg,CIRMi278-A,"CIRMi278-A (CW70014)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"Age-Related Macular Degeneration",80-84,"blood cell",
hPSCreg,CIRMi279-A,"CIRMi279-A (CW70015)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,healthy,75-79,"blood cell",
hPSCreg,CIRMi280-A,"CIRMi280-A (CW70016)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",doi:10.1159/000512716,female,,"type 2 diabetes mellitus",45-49,"blood cell",
hPSCreg,CIRMi281-A,"CIRMi281-A (CW70017)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"type 2 diabetes mellitus",45-49,"blood cell",
hPSCreg,CIRMi282-A,"CIRMi282-A (CW70018)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"type 2 diabetes mellitus",70-74,"blood cell",
hPSCreg,CIRMi283-A,"CIRMi283-A (CW70019)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,healthy,65-69,"blood cell",
hPSCreg,CIRMi284-A,"CIRMi284-A (CW70021)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"Age-Related Macular Degeneration",90-94,"blood cell",
hPSCreg,CIRMi285-A,"CIRMi285-A (CW70022)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"diabetic retinopathy",20-24,"blood cell",
hPSCreg,CIRMi286-A,"CIRMi286-A (CW70028)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"type 1 diabetes mellitus",50-54,"blood cell",
hPSCreg,CIRMi287-A,"CIRMi287-A (CW70029)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"type 1 diabetes mellitus",70-74,"blood cell",
hPSCreg,CIRMi288-A,"CIRMi288-A (CW70030)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,healthy,60-64,"blood cell",
hPSCreg,CIRMi289-A,"CIRMi289-A (CW70032)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"type 2 diabetes mellitus",55-59,"blood cell",
hPSCreg,CIRMi290-A,"CIRMi290-A (CW70033)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"type 2 diabetes mellitus",70-74,"blood cell",
hPSCreg,CIRMi291-A,"CIRMi291-A (CW70034)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"type 2 diabetes mellitus",70-74,"blood cell",
hPSCreg,CIRMi292-A,"CIRMi292-A (CW70035)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"diabetic retinopathy",50-54,"blood cell",
hPSCreg,CIRMi293-A,"CIRMi293-A (CW70036)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"diabetic retinopathy",50-54,"blood cell",
hPSCreg,CIRMi294-A,"CIRMi294-A (CW70037)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"type 1 diabetes mellitus",25-29,"blood cell",
hPSCreg,CIRMi295-A,"CIRMi295-A (CW70038)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",70-74,"blood cell",
hPSCreg,CIRMi296-A,"CIRMi296-A (CW70039)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",70-74,"blood cell",
hPSCreg,CIRMi297-A,"CIRMi297-A (CW70040)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"type 2 diabetes mellitus",70-74,"blood cell",
hPSCreg,CIRMi298-A,"CIRMi298-A (CW70041)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",65-69,"blood cell",
hPSCreg,CIRMi299-A,"CIRMi299-A (CW70042)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"type 2 diabetes mellitus",70-74,"blood cell",
hPSCreg,CIRMi300-A,"CIRMi300-A (CW70043)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",85-89,"blood cell",
hPSCreg,CIRMi301-A,"CIRMi301-A (CW70044)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"type 2 diabetes mellitus",65-69,"blood cell",
hPSCreg,CIRMi302-A,"CIRMi302-A (CW70045)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",50-54,"blood cell",
hPSCreg,CIRMi303-A,"CIRMi303-A (CW70047)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"type 2 diabetes mellitus",70-74,"blood cell",
hPSCreg,CIRMi304-A,"CIRMi304-A (CW70048)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"type 2 diabetes mellitus",70-74,"blood cell",
hPSCreg,CIRMi305-A,"CIRMi305-A (CW70049)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",55-59,"blood cell",
hPSCreg,CIRMi306-A,"CIRMi306-A (CW70050)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"type 2 diabetes mellitus",50-54,"blood cell",
hPSCreg,CIRMi307-A,"CIRMi307-A (CW70052)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"type 1 diabetes mellitus",25-29,"blood cell",
hPSCreg,CIRMi308-A,"CIRMi308-A (CW70056)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"Age-Related Macular Degeneration",65-69,"blood cell",
hPSCreg,CIRMi309-A,"CIRMi309-A (CW70057)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"type 2 diabetes mellitus",60-64,"blood cell",
hPSCreg,CIRMi310-A,"CIRMi310-A (CW70059)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",85-89,"blood cell",
hPSCreg,CIRMi311-A,"CIRMi311-A (CW70060)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"Diabetes Mellitus",50-54,"blood cell",
hPSCreg,CIRMi312-A,"CIRMi312-A (CW70061)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"Primary Open Angle Glaucoma",35-39,"blood cell",
hPSCreg,CIRMi313-A,"CIRMi313-A (CW70063)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"retinal vein occlusion",65-69,"blood cell",
hPSCreg,CIRMi314-A,"CIRMi314-A (CW70064)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"diabetic retinopathy",50-54,"blood cell",
hPSCreg,CIRMi315-A,"CIRMi315-A (CW70066)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,healthy,25-29,"blood cell",
hPSCreg,CIRMi316-A,"CIRMi316-A (CW70071)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"Age-Related Macular Degeneration",75-79,"blood cell",
hPSCreg,CIRMi317-A,"CIRMi317-A (CW70072)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",80-84,"blood cell",
hPSCreg,CIRMi318-A,"CIRMi318-A (CW70073)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,healthy,55-59,"blood cell",
hPSCreg,CIRMi319-A,"CIRMi319-A (CW70075)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"diabetic retinopathy",65-69,"blood cell",
hPSCreg,CIRMi320-A,"CIRMi320-A (CW70077)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"diabetic retinopathy",65-69,"blood cell",
hPSCreg,CIRMi321-A,"CIRMi321-A (CW70079)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,healthy,65-69,"blood cell",
hPSCreg,CIRMi322-A,"CIRMi322-A (CW70081)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",75-79,"blood cell",
hPSCreg,CIRMi323-A,"CIRMi323-A (CW70085)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"diabetic retinopathy",75-79,"blood cell",
hPSCreg,CIRMi324-A,"CIRMi324-A (CW70086)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"Age-Related Macular Degeneration",85-89,"blood cell",
hPSCreg,CIRMi325-A,"CIRMi325-A (CW70087)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",80-84,"blood cell",
hPSCreg,CIRMi326-A,"CIRMi326-A (CW70088)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",65-69,"blood cell",
hPSCreg,CIRMi327-A,"CIRMi327-A (CW70089)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",90-94,"blood cell",
hPSCreg,CIRMi328-A,"CIRMi328-A (CW70090)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"Age-Related Macular Degeneration",75-79,"blood cell",
hPSCreg,CIRMi329-A,"CIRMi329-A (CW70091)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"diabetic retinopathy",55-59,"blood cell",
hPSCreg,CIRMi330-A,"CIRMi330-A (CW70092)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"Primary Open Angle Glaucoma",60-64,"blood cell",
hPSCreg,CIRMi331-A,"CIRMi331-A (CW70093)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"Primary Open Angle Glaucoma",60-64,"blood cell",
hPSCreg,CIRMi332-A,"CIRMi332-A (CW70094)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"Primary Open Angle Glaucoma",65-69,"blood cell",
hPSCreg,CIRMi333-A,"CIRMi333-A (CW70096)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",65-69,"blood cell",
hPSCreg,CIRMi334-A,"CIRMi334-A (CW70097)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"type 2 diabetes mellitus",55-59,"blood cell",
hPSCreg,CIRMi335-A,"CIRMi335-A (CW70098)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"diabetic retinopathy",80-84,"blood cell",
hPSCreg,CIRMi336-A,"CIRMi336-A (CW70100)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"Age-Related Macular Degeneration",85-89,"blood cell",
hPSCreg,CIRMi337-A,"CIRMi337-A (CW70101)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"type 2 diabetes mellitus",55-59,"blood cell",
hPSCreg,CIRMi338-A,"CIRMi338-A (CW70102)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",65-69,"blood cell",
hPSCreg,CIRMi339-A,"CIRMi339-A (CW70103)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"diabetic retinopathy",65-69,"blood cell",
hPSCreg,CIRMi340-A,"CIRMi340-A (CW70104)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"Age-Related Macular Degeneration",70-74,"blood cell",
hPSCreg,CIRMi341-A,"CIRMi341-A (CW70105)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",80-84,"blood cell",
hPSCreg,CIRMi342-A,"CIRMi342-A (CW70106)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",65-69,"blood cell",
hPSCreg,CIRMi343-A,"CIRMi343-A (CW70107)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",80-84,"blood cell",
hPSCreg,CIRMi344-A,"CIRMi344-A (CW70108)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"Age-Related Macular Degeneration",80-84,"blood cell",
hPSCreg,CIRMi345-A,"CIRMi345-A (CW70109)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Primary Open Angle Glaucoma",85-89,"blood cell",
hPSCreg,CIRMi346-A,"CIRMi346-A (CW70110)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",90-94,"blood cell",
hPSCreg,CIRMi347-A,"CIRMi347-A (CW70111)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",90-94,"blood cell",
hPSCreg,CIRMi348-A,"CIRMi348-A (CW70112)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"Age-Related Macular Degeneration",80-84,"blood cell",
hPSCreg,CIRMi349-A,"CIRMi349-A (CW70114)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",90-94,"blood cell",
hPSCreg,CIRMi350-A,"CIRMi350-A (CW70115)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",70-74,"blood cell",
hPSCreg,CIRMi351-A,"CIRMi351-A (CW70116)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"diabetic retinopathy",25-29,"blood cell",
hPSCreg,CIRMi352-A,"CIRMi352-A (CW70117)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",90-94,"blood cell",
hPSCreg,CIRMi353-A,"CIRMi353-A (CW70118)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",75-79,"blood cell",
hPSCreg,CIRMi354-A,"CIRMi354-A (CW70120)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",75-79,"blood cell",
hPSCreg,CIRMi355-A,"CIRMi355-A (CW70122)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",90-94,"blood cell",
hPSCreg,CIRMi356-A,"CIRMi356-A (CW70123)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",70-74,"blood cell",
hPSCreg,CIRMi357-A,"CIRMi357-A (CW70124)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"type 2 diabetes mellitus",75-79,"blood cell",
hPSCreg,CIRMi358-A,"CIRMi358-A (CW70125)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"Age-Related Macular Degeneration",85-89,"blood cell",
hPSCreg,CIRMi359-A,"CIRMi359-A (CW70127)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"Age-Related Macular Degeneration",65-69,"blood cell",
hPSCreg,CIRMi360-A,"CIRMi360-A (CW70128)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"Age-Related Macular Degeneration",75-79,"blood cell",
hPSCreg,CIRMi361-A,"CIRMi361-A (CW70129)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"diabetic retinopathy",30-34,"blood cell",
hPSCreg,CIRMi362-A,"CIRMi362-A (CW70130)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",80-84,"blood cell",
hPSCreg,CIRMi363-A,"CIRMi363-A (CW70131)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",70-74,"blood cell",
hPSCreg,CIRMi364-A,"CIRMi364-A (CW70132)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",80-84,"blood cell",
hPSCreg,CIRMi365-A,"CIRMi365-A (CW70133)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",65-69,"blood cell",
hPSCreg,CIRMi366-A,"CIRMi366-A (CW70134)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"Age-Related Macular Degeneration",65-69,"blood cell",
hPSCreg,CIRMi367-A,"CIRMi367-A (CW70135)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"Age-Related Macular Degeneration",60-64,"blood cell",
hPSCreg,CIRMi368-A,"CIRMi368-A (CW70137)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",75-79,"blood cell",
hPSCreg,CIRMi369-A,"CIRMi369-A (CW70138)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"Age-Related Macular Degeneration",80-84,"blood cell",
hPSCreg,CIRMi370-A,"CIRMi370-A (CW70140)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",55-59,"blood cell",
hPSCreg,CIRMi371-A,"CIRMi371-A (CW70141)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",85-89,"blood cell",
hPSCreg,CIRMi372-A,"CIRMi372-A (CW70142)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",doi:10.1159/000512716,female,,"Age-Related Macular Degeneration",80-84,"blood cell",
hPSCreg,CIRMi373-A,"CIRMi373-A (CW70143)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"type 1 diabetes mellitus",50-54,"blood cell",
hPSCreg,CIRMi374-A,"CIRMi374-A (CW70144)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"Age-Related Macular Degeneration",75-79,"blood cell",
hPSCreg,CIRMi375-A,"CIRMi375-A (CW70151)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",75-79,"blood cell",
hPSCreg,CIRMi376-A,"CIRMi376-A (CW70152)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,female,,"Age-Related Macular Degeneration",75-79,"blood cell",
hPSCreg,CIRMi377-A,"CIRMi377-A (CW70155)",,,"California Institute for Regenerative Medicine","FUJIFILM Cellular Dynamics, Inc.",,male,,"Age-Related Macular Degeneration",95-99,"blood cell",
