_source,_cellid,stem_cell_name,stem_cell_type,cell_grade,produced_by,provider_distributor,reference_publications,gender_of_donor,ethnicity_of_donor,health_status,age_of_donor,source_cell_type,organ_tissue_of_origin_of_source_cell
SKIP,SKIP001546,HUES69,"ES Cell","Research Grade","Douglas Melton","Department of Molecular and Cellular Biology Howard Hughes Medical Institute Harvard Stem Cell Institute, Harvard University",,Unknown,Unknown,,,,"Frozen Embryo"
SKIP,SKIP001547,HUES70,"ES Cell","Research Grade","Douglas Melton","Department of Molecular and Cellular Biology Howard Hughes Medical Institute Harvard Stem Cell Institute, Harvard University",,Unknown,Unknown,,,,"Frozen Embryo"
SKIP,SKIP001548,H9.1,"ES Cell","Research Grade","Michal Amit","The Rambam Medical Center","11071754  -- 12242268 -- 14573705 -- 16585206 -- 19118034 -- 22267284",Female,Unknown,,,,"Fresh Embryo"
SKIP,SKIP001549,H9.2,"ES Cell","Research Grade","Michal Amit","The Rambam Medical Center","11071754  -- 12242268 -- 14573705 -- 16585206 -- 19118034 -- 22267284 -- 11071754",Female,Unknown,,,,"Fresh Embryo"
SKIP,SKIP001550,HUES31,"ES Cell","Research Grade","Douglas Melton","Department of Molecular and Cellular Biology Howard Hughes Medical Institute Harvard Stem Cell Institute, Harvard University",19200798,Female,Unknown,,,,"Frozen Embryo"
SKIP,SKIP001551,HUES64,"ES Cell","Research Grade","Douglas Melton","Department of Molecular and Cellular Biology Howard Hughes Medical Institute Harvard Stem Cell Institute, Harvard University","19200798 -- 21295703",Male,Unknown,,,,"Frozen Embryo"
SKIP,SKIP001552,HUES65,"ES Cell","Research Grade","Douglas Melton","Department of Molecular and Cellular Biology Howard Hughes Medical Institute Harvard Stem Cell Institute, Harvard University","19200798 -- 21295703",Male,Unknown,,,,"Frozen Embryo"
SKIP,SKIP001553,HUES66,"ES Cell","Research Grade","Douglas Melton","Department of Molecular and Cellular Biology Howard Hughes Medical Institute Harvard Stem Cell Institute, Harvard University","19200798 -- 21295703",Female,Unknown,,,,"Frozen Embryo"
SKIP,SKIP001554,ll-1,"iPS Cell","Research Grade","Feng Lan","Stanford Cardiovascular Institute",23290139,Female,African-American," Familial hypertrophic cardiomyopathy ",,,"Skin "
SKIP,SKIP001555,ND41113,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Female,Caucasian,"Huntington's Disease",,,"Skin "
SKIP,SKIP001556,ND41114,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Female,Unknown,"Huntington's Disease",,,"Skin "
SKIP,SKIP001557,ND42240,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Female,Unknown,"Huntington's Disease",,,"Skin "
SKIP,SKIP001558,ND42241,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Female,Unknown,"Huntington's Disease",,,"Skin "
SKIP,SKIP001559,ND41654,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Male,Caucasian,"Controls, Huntington's Disease",,,"Skin "
SKIP,SKIP001560,ND41658,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Male,Caucasian,"Controls, Huntington's Disease",,,"Skin "
SKIP,SKIP001561,ND41656,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Female,Unknown,"Huntington's Disease",,,"Skin "
SKIP,SKIP001562,ND41657,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Female,Unknown,"Huntington's Disease",,,"Skin "
SKIP,SKIP001563,ND41867,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Male,Unknown,"Frontotemporal Degeneration",,,"Skin "
SKIP,SKIP001564,ND41869,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)","23063362 ",Male,Unknown,"Frontotemporal Degeneration",,,"Skin "
SKIP,SKIP001565,"ND41870 ","iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)","23063362 ",Male,Unknown,"Frontotemporal Degeneration",,,"Skin "
SKIP,SKIP001566,ND41871,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)","23063362 ",Male,Unknown,"Frontotemporal Degeneration",,,"Skin "
SKIP,SKIP001567,ND41872,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)","23063362 ",Male,Unknown,"Frontotemporal Degeneration",,,"Skin "
SKIP,SKIP001568,ND42222,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Female,Caucasian,"Huntington's Disease",,,"Skin "
SKIP,SKIP001569,ND50034,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Female,Caucasian,"Huntington's Disease",,,"Skin "
SKIP,SKIP001570,ND50036,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Female,Caucasian,"Huntington's Disease",,,"Skin "
SKIP,SKIP001571,"ND42230 ","iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Female,Caucasian,"Huntington's Disease",,,"Skin "
SKIP,SKIP001572,ND50032,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Female,Caucasian,"Huntington's Disease",,,"Skin "
SKIP,SKIP001573,ND50033,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Female,Caucasian,"Huntington's Disease",,,"Skin "
SKIP,SKIP001574,ND42235,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Female,Caucasian,"Huntington's Disease",,,"Skin "
SKIP,SKIP001575,ND42242,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Female,Unknown,"Huntington's Disease",,,"Skin "
SKIP,SKIP001576,ND42245,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Male,African-American,"Huntington's Disease",,,"Skin "
SKIP,SKIP001577,ND43209,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Male,Caucasian,"Frontotemporal Degeneration",,,"Skin "
SKIP,SKIP001578,ND50000,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Female,Caucasian/Ashkenazi,"Amyotrophic Lateral sclerosis",,,"Skin "
SKIP,SKIP001579,ND50001,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Female,Caucasian/Ashkenazi,"Amyotrophic Lateral sclerosis",,,"Skin "
SKIP,SKIP001580,ND50002,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Male,Caucasian/Ashkenazi,"Amyotrophic Lateral Sclerosis, Controls",,,"Skin "
SKIP,SKIP001581,ND50011,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Male,Caucasian/Ashkenazi,"Amyotrophic Lateral Sclerosis, Controls",,,"Skin "
SKIP,SKIP001582,Control,"iPS Cell","Research Grade","Winston Shim ","Research and Development Unit, National Heart Centre Singapore","24623279 -- 21565833 -- 19325077",Male,Unknown,,,,"Skin foreskin fibroblasts"
SKIP,SKIP001583,DP-F-iPSCs,"iPS Cell","Research Grade","Sachiko Yamasaki","Hiroshima University",24489856,Unknown,Unknown,,,,"dental pulp"
SKIP,SKIP001584,iPS-Non-COPD1,"iPS Cell","Research Grade","Hesham Basma","University of Nebraska Medical Center",24487392,Male,Unknown,"lung malignant tumors (suspect of)",,,"Lung tissue"
SKIP,SKIP001585,iPS-Non-COPD2,"iPS Cell","Research Grade","Hesham Basma","University of Nebraska Medical Center",24487392,Female,Unknown,"lung malignant tumors (suspect of)",,,"Lung tissue"
SKIP,SKIP001586,iPS-Non-COPD3,"iPS Cell","Research Grade","Hesham Basma","University of Nebraska Medical Center",24487392,Male,Unknown,"lung malignant tumors (suspect of)",,,"Lung tissue"
SKIP,SKIP001587,iPS-COPD1,"iPS Cell","Research Grade","Hesham Basma","University of Nebraska Medical Center",24487392,Male,Unknown,"chronic obstructive pulmonary disease",,,"Lung tissue"
SKIP,SKIP001588,iPS-COPD2,"iPS Cell","Research Grade","Hesham Basma","University of Nebraska Medical Center",24487392,Female,Unknown,"chronic obstructive pulmonary disease",,,"Lung tissue"
SKIP,SKIP001589,iPS-COPD3,"iPS Cell","Research Grade","Hesham Basma","University of Nebraska Medical Center",24487392,Male,Unknown,"chronic obstructive pulmonary disease",,,"Lung tissue"
SKIP,SKIP001590,NCRM-1,"iPS Cell","Research Grade","Mahendra Rao","NIH CRM Lonza Contract",,Male,Unknown,,,,"CD34+ Cord Blood"
SKIP,SKIP001591,NCRM-2,"iPS Cell","Research Grade","Mahendra Rao","NIH CRM Lonza Contract",,Female,Unknown,,,,"CD34+ Cord Blood"
SKIP,SKIP001592,NCRM-3,"iPS Cell","Research Grade","Mahendra Rao","NIH CRM Lonza Contract",,Male,Unknown,,,,"CD34+ Cord Blood"
SKIP,SKIP001593,NCRM-4,"iPS Cell","Research Grade","Mahendra Rao","NIH CRM Lonza Contract",,Female,Unknown,,,,"CD34+ Cord Blood"
SKIP,SKIP001594,NCRM-5,"iPS Cell","Research Grade","Mahendra Rao","NIH CRM Lonza Contract",,Male,Unknown,,,,"CD34+ Cord Blood"
SKIP,SKIP001595,NCRM-6,"iPS Cell","Research Grade","Mahendra Rao","NIH CRM Lonza Contract",27283945,Female,Unknown,,,,"CD34+ Cord Blood"
SKIP,SKIP001596,NC1,"iPS Cell","Research Grade","Manfred Boehm","National Heart Lung and Blood Institute",,Female,Unknown,,,,"Skin fibroblast"
SKIP,SKIP001597,NC2,"iPS Cell","Research Grade","Manfred Boehm","National Heart Lung and Blood Institute",,Female,Unknown,,,,"Skin fibroblast"
SKIP,SKIP001598,NC3,"iPS Cell","Research Grade","Manfred Boehm","National Heart Lung and Blood Institute",,Male,Unknown,,,,HUVECS
SKIP,SKIP001599,NC4,"iPS Cell","Research Grade","Manfred Boehm","National Heart Lung and Blood Institute",,Male,Unknown,,,,"Skin fibroblast"
SKIP,SKIP001600,NC5,"iPS Cell","Research Grade","Manfred Boehm","National Heart Lung and Blood Institute",,Female,Unknown,,,,"Skin fibroblast"
SKIP,SKIP001601,LQT2-hiPSC,"iPS Cell","Research Grade","Matsa E","University of Nottingham",21367833,Female,Unknown,"LQTS type 2",,,"Skin "
SKIP,SKIP001602,MAT-hiPSC,"iPS Cell","Research Grade","Matsa E","University of Nottingham",21367833,Female,Unknown,"LQTS type 2",,,"Skin "
SKIP,SKIP001603,"LQT2-specific iPSCs ","iPS Cell","Research Grade","Anna L. Lahti","University of Tampere",22052944,Male,Unknown,"LQTS type 2",,,"Skin "
SKIP,SKIP001604,DCM-iPSC_DES_A285V,"iPS Cell","Research Grade","Tse HF","The University of Hong Kong, Queen Mary Hospital",23300193,Male,Caucasian,"dilated cardiomyopathy",,,"Skin "
SKIP,SKIP001605,LQTS-iPSCs,"iPS Cell","Research Grade","Toru Egashira","Keio University School of Medicine",22739119,Male,Asian,"long QT syndrome type 1",,,"Skin "
SKIP,SKIP001606,ND50003,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Male,Caucasian,"Amyotrophic Lateral Sclerosis, Controls",,,"Skin "
SKIP,SKIP001607,ND50004,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Female,Caucasian,"Amyotrophic Lateral Sclerosis, Controls",,,"Skin "
SKIP,SKIP001608,ND50005,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Male,Caucasian,"Amyotrophic Lateral Sclerosis",,,"Skin "
SKIP,SKIP001609,ND50006,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Male,Caucasian,"Amyotrophic Lateral Sclerosis, Controls",,,"Skin "
SKIP,SKIP001610,ND50007,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Male,Caucasian,"Amyotrophic Lateral Sclerosis",,,"Skin "
SKIP,SKIP001611,ND50008,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Female,Caucasian,"Amyotrophic Lateral Sclerosis",,,"Skin "
SKIP,SKIP001612,ND50009,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Male,Caucasian,"Amyotrophic Lateral Sclerosis",,,"Skin "
SKIP,SKIP001613,ND50010,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Female,Caucasian,"Amyotrophic Lateral Sclerosis",,,"Skin "
SKIP,SKIP001614,ND50012,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Female,"Caucasian : Poland","Parkinson disease 6, early onset",,,"Skin "
SKIP,SKIP001615,ND50013,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Female,"Caucasian : Poland","Parkinson disease 6, early onset",,,"Skin "
SKIP,SKIP001616,"ND50015 ","iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Female,African-American,"Frontotemporal Degeneration",,,"Skin "
SKIP,SKIP001617,ND50016,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Female,African-American,"Frontotemporal Degeneration",,,"Skin "
SKIP,SKIP001618,ND50017,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Female,African-American,"Frontotemporal Degeneration",,,"Skin "
SKIP,SKIP001619,Bcmt-1,"ES Cell","Research Grade","Teruhiko Wakayama","Yamanashi university",11326103,Male,Unknown,,,,"Nuclear transferred mouse embryo"
SKIP,SKIP001620,Bdfc-1,"ES Cell","Research Grade","Teruhiko Wakayama","Yamanashi university",11326103,Female,Unknown,,,,"Nuclear transferred mouse embryo"
SKIP,SKIP001621,Bdft-1,"ES Cell","Research Grade","Teruhiko Wakayama","Yamanashi university",11326103,Female,Unknown,,,,"Nuclear transferred mouse embryo"
SKIP,SKIP001622,Bdmt-2,"ES Cell","Research Grade","Teruhiko Wakayama","Yamanashi university",11326103,Male,Unknown,,,,"Nuclear transferred mouse embryo"
SKIP,SKIP001623,Bdmt-1,"ES Cell","Research Grade","Teruhiko Wakayama","Yamanashi university",11326103,Male,Unknown,,,,"Nuclear transferred mouse embryo"
SKIP,SKIP001624,TT2,"ES Cell","Research Grade","Shinichi Aizawa","RIKEN Tsukuba Life Science Center",8250257,Male,Unknown,,,,Blastocyst
SKIP,SKIP001625,BRC9,"ES Cell","Research Grade","Atsuo Ogura","RIKEN BioResource Center",,Female,Unknown,,,,"Nuclear transferred mouse embryo"
SKIP,SKIP001626,BRC8,"ES Cell","Research Grade","Atsuo Ogura","RIKEN BioResource Center",,Female,Unknown,,,,"Nuclear transferred mouse embryo"
SKIP,SKIP001627,BRC7,"ES Cell","Research Grade","Atsuo Ogura","RIKEN BioResource Center",,Unknown,Unknown,,,,Blastocyst
SKIP,SKIP001628,BRC6,"ES Cell","Research Grade","Atsuo Ogura","RIKEN BioResource Center",,Female,Unknown,,,,Blastocyst
SKIP,SKIP001629,BRC5,"ES Cell","Research Grade","Atsuo Ogura","RIKEN BioResource Center",,Male,Unknown,,,,Blastocyst
SKIP,SKIP001630,BRC4,"ES Cell","Research Grade","Atsuo Ogura","RIKEN BioResource Center",,Unknown,Unknown,,,,Blastocyst
SKIP,SKIP001631,BRC3,"ES Cell","Research Grade","Atsuo Ogura","RIKEN BioResource Center",,Unknown,Unknown,,,,Blastocyst
SKIP,SKIP001632,BRC2,"ES Cell","Research Grade","Atsuo Ogura","RIKEN BioResource Center",,Unknown,Unknown,,,,Blastocyst
SKIP,SKIP001633,BRC1,"ES Cell","Research Grade","Atsuo Ogura","RIKEN BioResource Center",,Unknown,Unknown,,,,Blastocyst
SKIP,SKIP001634,mGS-DBA1,"Multipotent germline stem","Research Grade","Mito Shinohara","Kyoto university",15620358,Male,Unknown,,,,Testis
SKIP,SKIP001635,B6G-2,"ES Cell","Research Grade","Fumihiro Sugiyama","Tsukuba university",15830376,Male,Unknown,Transgenic,,,"EGFP transgenic Blastocyst"
SKIP,SKIP001636,GS-DG1,"Germline stem cell","Research Grade","Mito Shinohara","Kyoto university",12700182,Male,Unknown,,,,Testis
SKIP,SKIP001637,H1,"ES Cell","Research Grade","Hiroshi Kitani","National Institute of Animal Health",9107142,Male,Unknown,,,,Blastocyst
SKIP,SKIP001638,rdES4,"ES Cell","Research Grade","Arata Honda","RIKEN BioResource Center",20670936,Unknown,Unknown,,,,Blastocyst
SKIP,SKIP001639,rdES2-1,"ES Cell","Research Grade","Arata Honda","RIKEN BioResource Center",20670936,Unknown,Unknown,,,,Blastocyst
SKIP,SKIP001640,Bcmt-2,"ES Cell","Research Grade","Teruhiko Wakayama","Yamanashi university",11326103,Male,Unknown,,,,"Nuclear transferred mouse embryo"
SKIP,SKIP001641,ND50022,"iPS Cell","Research Grade","Mahendra Rao","NIH CRM Lonza Contract",,Male,Unknown,,,,"CD34+ cord blood"
SKIP,SKIP001642,ND50023,"iPS Cell","Research Grade","Mahendra Rao","NIH CRM Lonza Contract",,Male,Unknown,,,,"CD34+ cord blood"
SKIP,SKIP001643,ND50024,"iPS Cell","Research Grade","Mahendra Rao","NIH CRM Lonza Contract",,Male,Unknown,,,,"CD34+ cord blood"
SKIP,SKIP001644,ND50026,"iPS Cell","Research Grade","NIH CRM ","NIH CRM ",,Female,Caucasian,"Down syndrome",,,"Skin "
SKIP,SKIP001645,ND50027,"iPS Cell","Research Grade","NIH CRM ","NIH CRM ",16539728,Female,Caucasian,Controls,,,"Skin "
SKIP,SKIP001646,ND50035,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Female,"Caucasian : USA","Frontotemporal Degeneration",,,"Skin "
SKIP,SKIP001647,ND50037,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Male,"Caucasian : USA","Frontotemporal Degeneration",,,"Skin "
SKIP,SKIP001648,ND50038,"iPS Cell","Research Grade","Lonza Walkersville,Inc.","Lonza Walkersville,Inc.",,Male,Unknown,,,,"CD34+ cord blood"
SKIP,SKIP001649,ND50039,"iPS Cell","Clinical Grade","Lonza Walkersville,Inc.","Lonza Walkersville,Inc.",,Male,Unknown,,,,"CD34+ cord blood"
SKIP,SKIP001650,ND50043,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Male,Caucasian,"Parkinsons Disease",,,"Skin "
SKIP,SKIP001651,ND50044,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Male,Caucasian,"Parkinsons Disease",,,"Skin "
SKIP,SKIP001652,ND50045,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Male,Caucasian,"Parkinsons Disease",,,"Skin "
SKIP,SKIP001653,ND50046,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Male,"Caucasian : Poland","Frontotemporal Degeneration",,,"Skin "
SKIP,SKIP001654,ND50047,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Male,Caucasian,"Frontotemporal Degeneration",,,"Skin "
SKIP,SKIP001655,ND50048,"iPS Cell","Research Grade","Michael Sheldon","Rutgers University Cell and DNA Repository (RUCDR)",,Male,Caucasian,"Frontotemporal Degeneration",,,"Skin "
SKIP,SKIP001656,129fc-1,"ES Cell","Research Grade","Teruhiko Wakayama","Yamanashi University","11326103  -- 16690779",Female,129/Sv,,,,cumulus
SKIP,SKIP001657,129fc-2,"ES Cell","Research Grade","Teruhiko Wakayama","Yamanashi University","11326103 -- 16690779 ",Female,129/Sv,,,,cumulus
SKIP,SKIP001658,FVB-1,"ES Cell","Research Grade","Teruhiko Wakayama","Yamanashi University","11326103  -- 16690779",Male,FVB,,,,"Skin tail fibroblast"
SKIP,SKIP001659,ICRft-2,"ES Cell","Research Grade","Teruhiko Wakayama","Yamanashi University","11326103  -- 16690779 ",Female,ICR,,,,"Skin tail fibroblast"
SKIP,SKIP001660,OKM-4,"ES Cell","Research Grade","Teruhiko Wakayama","Yamanashi University","11326103  -- 16690779 ",Male,ICR,,,,"Skin tail fibroblast"
SKIP,SKIP001661,BDmto-1,"ES Cell","Research Grade","Teruhiko Wakayama","Yamanashi University","11326103 ",Male,"F1(C57BL/6 x DBA2)",,,,"Skin tail fibroblast"
SKIP,SKIP001662,BDmto-2,"ES Cell","Research Grade","Teruhiko Wakayama","Yamanashi University","11326103 ",Male,F1(C57BL/6xDBA2),,,,"Skin tail fibroblast"
SKIP,SKIP001663,EBRTcH3,"ES Cell","Research Grade","Shinji Masui","Kyoto University CiRA",15741176,Male,129/Ola,,,,blastocyst
SKIP,SKIP001664,NOD-ESA,"ES Cell","Research Grade","Seiho Nagafuchi","Kyushu University",,Male,NOD,,,,blastocyst
SKIP,SKIP001665,EBRTcH3(serum),"ES Cell","Research Grade","Shinji Masui","Kyoto University CiRA",15741176,Male,129/Ola,,,,blastocyst
SKIP,SKIP001666,Fbx15^(βgeo/βgeo)ES,"ES Cell","Research Grade","Shinya Yamanaka","Kyoto University CiRA","12665572 ",Male,"129 SV Jae",,,,blastocyst
SKIP,SKIP001667,Nanog^(βgeo/+)ES,"ES Cell","Research Grade","Shinya Yamanaka","Kyoto University CiRA","12665572 ",Male,"129 SV Jae",,,,blastocyst
SKIP,SKIP001668,2TS22C,"ES Cell","Research Grade","Shinji Masui","Kyoto University CiRA","17515932 ",Male,129/Ola,,,,blastocyst
SKIP,SKIP001669,Nanog^(βgeo/Hyg),"ES Cell","Research Grade","Shinya Yamanaka","Kyoto University CiRA",,Unknown,"129 SV Jae",,,,blastocyst
SKIP,SKIP001670,TCNT1,"ES Cell","Research Grade","Michiko Hirose","RIKEN Bioresource Center",16621892,Male,"F1(C57BL/6 x129)",,,,blastocyst
SKIP,SKIP001671,HSNT1,"ES Cell","Research Grade","Michiko Hirose","RIKEN Bioresource Center",16621892,Male,"(C57BL/6 x 129)F1",,,,blastocyst
SKIP,SKIP001672,HSNT2,"ES Cell","Research Grade","Michiko Hirose","RIKEN Bioresource Center",16621892,Male,"(C57BL/6 x 129)F1",,,,blastocyst
SKIP,SKIP001673,BXM3,"ES Cell","Research Grade","Michiko Hirose","RIKEN Bioresource Center",17290420,Unknown,Unknown(F1(C57BL/6xMSM)),,,,blastocyst
SKIP,SKIP001674,BXM7,"ES Cell","Research Grade","Michiko Hirose","RIKEN Bioresource Center",17290420,Unknown,F1(C57BL/6xMSM),,,,blastocyst
SKIP,SKIP001675,BXM14,"ES Cell","Research Grade","Michiko Hirose","RIKEN Bioresource Center",17290420,Unknown,"F1(C57BL/6 x MSM)",,,,blastocyst
SKIP,SKIP001676,iPS-MEF-Ng-20D-17,"iPS Cell",,"Yamanaka, Shinya","CiRA , Kyoto University",,Male,Unknown,,,,"Skin Fibroblast"
SKIP,SKIP001677,BCft-1,"ES Cell","Research Grade","Teruhiko Wakayama","Yamanashi University","11326103 -- 15601921  -- 16690779 ",Female,C57BL/6xC3H/He,,,,"tail (possibly fibroblast)"
SKIP,SKIP001678,BCfc-2,"ES Cell","Research Grade","Teruhiko Wakayama","Yamanashi University","11326103 -- 15601921  -- 16690779 ",Female,C57BL/6xC3H/He,,,,"cumulus cell"
SKIP,SKIP001679,"BD129mt-1 ","ES Cell","Research Grade","Teruhiko Wakayama","Yamanashi University","11326103 -- 15601921  -- 16690779 ",Female,C57BL/6xDBA2)x129/Sv,,,,"Skin tail (possibly fibroblast)"
SKIP,SKIP001680,"BD129mt-2 ","ES Cell","Research Grade","Teruhiko Wakayama","Yamanashi University","11326103 -- 15601921  -- 16690779 ",Female,C57BL/6xDBA2)x129/Sv,,,,"Skin tail (possibly fibroblast)"
SKIP,SKIP001681,"BD129fc-1 ","ES Cell","Research Grade","Teruhiko Wakayama","Yamanashi University",11326103,Female,C57BL/6xDBA2)x129/Sv,,,,"cumulus cell"
SKIP,SKIP001682,BD129fc-2,"ES Cell","Research Grade","Teruhiko Wakayama","Yamanashi University","11326103 -- 15601921  -- 16690779 ",Female,C57BL/6xDBA2)x129/Sv,,,,"cumulus cell"
SKIP,SKIP001683,"C3Hmt-1 ","ES Cell","Research Grade","Teruhiko Wakayama","Yamanashi University","11326103 -- 15601921  -- 16690779 ",Male,C3H/He,,,,"Skin tail (possibly fibroblast)"
SKIP,SKIP001684,"C3Hft-1 ","ES Cell","Research Grade","Teruhiko Wakayama","Yamanashi University","11326103 -- 15601921  -- 16690779 ",Female,C3H/He,,,,"Skin tail (possibly fibroblast)"
SKIP,SKIP001685,C3Hft-2,"ES Cell","Research Grade","Teruhiko Wakayama","Yamanashi University","11326103 -- 15601921  -- 16690779 ",Female,C3H/He,,,,"Skin tail (possibly fibroblast)"
SKIP,SKIP001686,C3Hfc-1,"ES Cell","Research Grade","Teruhiko Wakayama","Yamanashi University","11326103 -- 15601921  -- 16690779 ",Female,C3H/He,,,,"cumulus cell"
SKIP,SKIP001687,B6mt-1,"ES Cell","Research Grade","Teruhiko Wakayama","Yamanashi University","11326103 -- 15601921  -- 16690779 ",Male,C57BL/6,,,,"Skin tail (possibly fibroblast)"
SKIP,SKIP001688,B6mt-2,"ES Cell","Research Grade","Teruhiko Wakayama","Yamanashi University","11326103 -- 15601921  -- 16690779 ",Male,C57BL/6,,,,"Skin tail (possibly fibroblast)"
SKIP,SKIP001689,"B6ft-1 ","ES Cell","Research Grade","Teruhiko Wakayama","Yamanashi University","11326103 -- 15601921  -- 16690779 ",Female,C57BL/6,,,,"Skin tail (possibly fibroblast)"
SKIP,SKIP001690,B6ft-2,"ES Cell","Research Grade","Teruhiko Wakayama","Yamanashi University","11326103 -- 15601921  -- 16690779 ",Female,C57BL/6,,,,"Skin tail (possibly fibroblast)"
SKIP,SKIP001691,B6fc-1,"ES Cell","Research Grade","Teruhiko Wakayama","Yamanashi University","11326103 -- 15601921  -- 16690779 ",Female,C57BL/6,,,,"cumulus cell"
SKIP,SKIP001692,B6fc-2,"ES Cell","Research Grade","Teruhiko Wakayama","Yamanashi University","11326103 -- 15601921  -- 16690779 ",Female,C57BL/6,,,,"cumulus cell"
SKIP,SKIP001693,DBAmt-1,"ES Cell","Research Grade","Teruhiko Wakayama","Yamanashi University","11326103 -- 15601921  -- 16690779 ",Male,DBA/2,,,,"tail (possibly fibroblast)"
SKIP,SKIP001694,DBAmt-2,"ES Cell","Research Grade","Teruhiko Wakayama","Yamanashi University","11326103 -- 15601921  -- 16690779 ",Male,DBA/2,,,,"Skin tail (possibly fibroblast)"
SKIP,SKIP001695,DBAfc-1,"ES Cell","Research Grade","Teruhiko Wakayama","Yamanashi University","11326103 -- 15601921  -- 16690779",Female,DBA/2,,,,cumulus
SKIP,SKIP001696,DBAfc-2,"ES Cell","Research Grade","Teruhiko Wakayama","Yamanashi University","11326103 -- 15601921  -- 16690779",Female,DBA/2,,,,cumulus
