_source,_cellid,stem_cell_name,stem_cell_type,cell_grade,produced_by,provider_distributor,reference_publications,gender_of_donor,ethnicity_of_donor,health_status,age_of_donor,source_cell_type,organ_tissue_of_origin_of_source_cell
SKIP,SKIP000587,BC-1,"iPS Cell","Research Grade","Lei Ye","Division of Cardiology, Department of Medicine, University of Minnesota Medical School, Minneapolis, Minnesota, United States of America ","23326500 -- 25479750",Unknown,Unknown,,,,"Bone Marrow human bone marrow CD34+ cells"
SKIP,SKIP000588,GRiPS,"iPS Cell","Research Grade","Lei Ye","Division of Cardiology, Department of Medicine, University of Minnesota Medical School, Minneapolis, Minnesota, United States of America ","23326500 -- 25479750",Male,Unknown,,,,"Skin "
SKIP,SKIP000589,PDA3F-5,"iPS Cell","Research Grade","Rudolf Jaenisch","The Whitehead Institute",19269371,Male,Caucasian,"Parkinson disease",,,"Skin "
SKIP,SKIP000590,PDB3F-1,"iPS Cell","Research Grade","Rudolf Jaenisch","The Whitehead Institute",19269371,Male,Caucasian,"Parkinson disease",,,"Skin "
SKIP,SKIP000591,PDB3F-5,"iPS Cell","Research Grade","Rudolf Jaenisch","The Whitehead Institute",19269371,Male,Caucasian,"Parkinson disease",,,"Skin "
SKIP,SKIP000592,PDB3F-8,"iPS Cell","Research Grade","Rudolf Jaenisch","The Whitehead Institute",19269371,Male,Caucasian,"Parkinson disease",,,"Skin "
SKIP,SKIP000593,PDB3F-9,"iPS Cell","Research Grade","Rudolf Jaenisch","The Whitehead Institute",19269371,Male,Caucasian,"Parkinson disease",,,"Skin "
SKIP,SKIP000594,PDB3F-d12,"iPS Cell","Research Grade","Rudolf Jaenisch","The Whitehead Institute",19269371,Male,Caucasian,"Parkinson disease",,,"Skin "
SKIP,SKIP000595,PDB4F-1,"iPS Cell","Research Grade","Rudolf Jaenisch","The Whitehead Institute",19269371,Male,Caucasian,"Parkinson disease",,,"Skin "
SKIP,SKIP000596,PDB4F-2,"iPS Cell","Research Grade","Rudolf Jaenisch","The Whitehead Institute",19269371,Male,Caucasian,"Parkinson disease",,,"Skin "
SKIP,SKIP000597,PDB4F-3,"iPS Cell","Research Grade","Rudolf Jaenisch","The Whitehead Institute",19269371,Male,Caucasian,"Parkinson disease",,,"Skin "
SKIP,SKIP000598,PDB4F-4,"iPS Cell","Research Grade","Rudolf Jaenisch","The Whitehead Institute",19269371,Male,Caucasian,"Parkinson disease",,,"Skin "
SKIP,SKIP000599,PDB4F-5,"iPS Cell","Research Grade","Rudolf Jaenisch","The Whitehead Institute",19269371,Male,Caucasian,"Parkinson disease",,,"Skin "
SKIP,SKIP000600,PDC3F-1,"iPS Cell","Research Grade","Rudolf Jaenisch","The Whitehead Institute",19269371,Male,Caucasian,"Parkinson disease",,,"Skin "
SKIP,SKIP000601,PDD3F-1,"iPS Cell","Research Grade","Rudolf Jaenisch","The Whitehead Institute",19269371,Male,Caucasian,"Parkinson disease",,,"Skin "
SKIP,SKIP000602,PDD3F-4,"iPS Cell","Research Grade","Rudolf Jaenisch","The Whitehead Institute",19269371,Male,Caucasian,"Parkinson disease",,,"Skin "
SKIP,SKIP000603,PDD3F-7,"iPS Cell","Research Grade","Rudolf Jaenisch","The Whitehead Institute",19269371,Male,Caucasian,"Parkinson disease",,,"Skin "
SKIP,SKIP000604,PDD4F-1,"iPS Cell","Research Grade","Rudolf Jaenisch","The Whitehead Institute",19269371,Male,Caucasian,"Parkinson disease",,,"Skin "
SKIP,SKIP000605,PDD4F-4,"iPS Cell","Research Grade","Rudolf Jaenisch","The Whitehead Institute",19269371,Male,Caucasian,"Parkinson disease",,,"Skin "
SKIP,SKIP000606,PDD4F-5,"iPS Cell","Research Grade","Rudolf Jaenisch","The Whitehead Institute",19269371,Male,Caucasian,"Parkinson disease",,,"Skin "
SKIP,SKIP000607,PDD4F-8,"iPS Cell","Research Grade","Rudolf Jaenisch","The Whitehead Institute",19269371,Male,Caucasian,"Parkinson disease",,,"Skin "
SKIP,SKIP000608,PDD4F-9,"iPS Cell","Research Grade","Rudolf Jaenisch","The Whitehead Institute",19269371,Male,Caucasian,"Parkinson disease",,,"Skin "
SKIP,SKIP000609,PDE3F-3,"iPS Cell","Research Grade","Rudolf Jaenisch","The Whitehead Institute",19269371,Female,Caucasian,"Parkinson disease",,,"Skin "
SKIP,SKIP000610,PDE3F-4,"iPS Cell","Research Grade","Rudolf Jaenisch","The Whitehead Institute",19269371,Female,Caucasian,"Parkinson disease",,,"Skin "
SKIP,SKIP000611,M3F-1,"iPS Cell","Research Grade","Rudolf Jaenisch","The Whitehead Institute",19269371,Female,Caucasian,"Dyskeratosis congenita",,,"Skin "
SKIP,SKIP000612,M3F-2,"iPS Cell","Research Grade","Rudolf Jaenisch","The Whitehead Institute",19269371,Female,Caucasian,"Dyskeratosis congenita",,,"Skin "
SKIP,SKIP000613,HPS0140,"iPS Cell","Research Grade","RIKEN BRC","RIKEN BRC",,,"Asian : Japanese","Amyotrophic lateral sclerosis, Familial type",,,"Skin "
SKIP,SKIP000614,HPS0142,"iPS Cell","Research Grade","RIKEN BRC","RIKEN BRC",,,"Asian : Japanese","Amyotrophic lateral sclerosis, Familial type",,,"Skin "
SKIP,SKIP000615,HPS0147,"iPS Cell","Research Grade","RIKEN BRC","RIKEN BRC",,,Asian,"Amyotrophic lateral sclerosis, Sporadic type (bulbar, with UMN)",,,"Skin "
SKIP,SKIP000616,LQTS2,"iPS Cell","Research Grade","Winston Shim","Research and Development Unit, National Heart Centre Singapore","24623279 -- 21565833 -- 19325077",Male,Unknown,"long QT syndrome 2",,,"Skin "
SKIP,SKIP000617,HPS0097,"iPS Cell",,,,,,"Asian : Japanese","Parkinson's disease, Familial type, PARK2",,,"Skin "
SKIP,SKIP000618,HPS0317,"iPS Cell","Research Grade",,,,Female,Unknown,"MUSCULAR DYSTROPHY, DUCHENNE TYPE",,,"Fibroblast derived from the skeletal muscle"
SKIP,SKIP000619,HPS0322,"iPS Cell","Research Grade",,,,Female,Unknown,"Muscular dystrophy, Duchenne type",,,"Fibroblast derived from the skeletal muscle"
SKIP,SKIP000620,AO,"Cancer Stem Cell","Research Grade","Takatsune Shimizu","IAMR, Keio University School of Medicine",20676132,Male,C57BL/6J,"osteosarcoma ",,,"Bone Marrow "
SKIP,SKIP000621,AX,"Cancer Stem Cell","Research Grade","Takatsune Shimizu","IAMR, Keio University School of Medicine",20676132,Male,C57BL/6J,Osteosarcoma,,,"Bone Marrow "
SKIP,SKIP000622,"BJ hiPSC 5 factor #11","iPS Cell","Research Grade","Nimet Maherali","Massachusetts General Hospital Center",18786420,Male,Unknown,,,,"Skin "
SKIP,SKIP000623,"BJ hiPSC 4 factor #5","iPS Cell","Research Grade","Nimet Maherali","Massachusetts General Hospital Center",18786420,Male,Unknown,,,,"Skin "
SKIP,SKIP000624,HPS0145,"iPS Cell","Research Grade",,,,,"Asian : Japanese","Congenital fiber type disproportion disease",,,"Skin "
SKIP,SKIP000625,HPS0171,"iPS Cell",,,,,,"Asian : Japanese","Duchenne Muscular Dystrophy",,,"Skin "
SKIP,SKIP000626,CiRA00021,"iPS Cell",,"Haruhisa Inoue","Kyoto University, Center for iPS Cell Research and Application",22855461,Male,"Asian : Japanese","Amyotrophic Lateral Sclerosis",,,"Skin "
SKIP,SKIP000627,HPS0332,"iPS Cell","Research Grade",,,,Unknown,"Asian : Japanese","Hypophosphatasia, perinatal type",,,"Bone Marrow "
SKIP,SKIP000628,HPS0333,"iPS Cell","Research Grade",,,,Unknown,"Asian : Japanese","Hypophosphatasia, perinatal type",,,"Bone Marrow "
SKIP,SKIP000629,HPS0334,"iPS Cell","Research Grade","RIKEN BioResource Center","RIKEN BioResource Center",,,"Asian : Japanese","Chronic granulomatous disease (CGD), p47phox-deficiency",,,"Peripheral Blood(Cell Line) CD34 positive"
SKIP,SKIP000630,HPS0335,"iPS Cell","Research Grade","RIKEN BioResource Center","RIKEN BioResource Center",,,"Asian : Japanese","Chronic granulomatous disease (CGD), p47phox-deficiency",,,"Peripheral Blood(Cell Line) CD34 positive"
SKIP,SKIP000631,HPS0336,"iPS Cell","Research Grade","RIKEN BioResource Center","RIKEN BioResource Center",,,"Asian : Japanese","Chronic granulomatous disease (CGD), p47phox-deficiency",,,"Peripheral Blood(Cell Line) CD34 positive"
SKIP,SKIP000632,HPS0337,"iPS Cell","Research Grade","RIKEN BioResource Center","RIKEN BioResource Center",,,"Asian : Japanese","X-linked Chronic granulomatous disease (X-CGD), gp91phox-deficiency",,,"Peripheral Blood(Cell Line) CD34 positive"
SKIP,SKIP000633,HPS0338,"iPS Cell","Research Grade","RIKEN BioResource Center","RIKEN BioResource Center",,,"Asian : Japanese","X-linked Chronic granulomatous disease (X-CGD), gp91phox-deficiency",,,"Peripheral Blood(Cell Line) CD34 positive"
SKIP,SKIP000634,HPS0339,"iPS Cell","Research Grade","RIKEN BioResource Center","RIKEN BioResource Center",,,"Asian : Japanese","X-linked Chronic granulomatous disease (X-CGD), gp91phox-deficiency",,,"Peripheral Blood(Cell Line) CD34 positive"
SKIP,SKIP000635,CiRA00041,"iPS Cell","Research Grade","Yoshihira  Matsumoto","Kyoto University",24321451,,"Asian : Japanese","Fibrodysplasia ossificans progressiva (FOP)",,,"Skin "
SKIP,SKIP000636,HiPS-RIKEN-2F,"iPS Cell","Research Grade","Tsuyoshi Fujioka","RIKEN BioResource Center",20973836,Male,"Asian : Japanese",,,,"umbilical cord"
SKIP,SKIP000637,HiPS-RIKEN-1B,"iPS Cell","Research Grade","Tsuyoshi Fujioka","RIKEN BioResource Center",20973836,Female,"Asian : Japanese",,,,"umbilical cord"
SKIP,SKIP000638,HiPS-RIKEN-1C,"iPS Cell","Research Grade","Tsuyoshi Fujioka","RIKEN BioResource Center",20973836,Female,"Asian : Japanese",,,,"umbilical cord"
SKIP,SKIP000639,HiPS-RIKEN-1D,"iPS Cell","Research Grade","Tsuyoshi Fujioka","RIKEN BioResource Center",20973836,Female,"Asian : Japanese",,,,"umbilical cord"
SKIP,SKIP000640,HiPS-RIKEN-1E,"iPS Cell","Research Grade","Tsuyoshi Fujioka","RIKEN BioResource Center",20973836,Female,"Asian : Japanese",,,,"umbilical cord"
SKIP,SKIP000641,HiPS-RIKEN-1F,"iPS Cell","Research Grade","Tsuyoshi Fujioka","RIKEN BioResource Center",20973836,Female,"Asian : Japanese",,,,"umbilical cord"
SKIP,SKIP000642,HiPS-RIKEN-2B,"iPS Cell","Research Grade","Tsuyoshi Fujioka","RIKEN BioResource Center",20973836,Male,"Asian : Japanese",,,,"umbilical cord"
SKIP,SKIP000643,HiPS-RIKEN-2C,"iPS Cell","Research Grade","Tsuyoshi Fujioka","RIKEN BioResource Center",20973836,Male,"Asian : Japanese",,,,"umbilical cord"
SKIP,SKIP000644,HiPS-RIKEN-2D,"iPS Cell","Research Grade","Tsuyoshi Fujioka","RIKEN BioResource Center",20973836,Male,"Asian : Japanese",,,,"umbilical cord"
SKIP,SKIP000645,HiPS-RIKEN-2E,"iPS Cell","Research Grade","Tsuyoshi Fujioka","RIKEN BioResource Center",20973836,Male,"Asian : Japanese",,,,"umbilical cord"
SKIP,SKIP000646,HiPS-RIKEN-12B,"iPS Cell","Research Grade","Tsuyoshi Fujioka","RIKEN BioResource Center",20973836,Male,"Asian : Japanese",,,,"umbilical cord"
SKIP,SKIP000647,HiPS-RIKEN-13A,"iPS Cell","Research Grade","Tsuyoshi Fujioka","RIKEN BioResource Center",20973836,Male,"Asian : Japanese",,,,"umbilical cord"
SKIP,SKIP000648,HiPS-RIKEN-13B,"iPS Cell","Research Grade","Tsuyoshi Fujioka","RIKEN BioResource Center",20973836,Male,"Asian : Japanese",,,,"umbilical cord"
SKIP,SKIP000649,HiPS-RIKEN-11A,"iPS Cell","Research Grade","Tsuyoshi Fujioka","RIKEN BioResource Center",20973836,Male,Unknown,,,,amnion
SKIP,SKIP000650,HiPS-RIKEN-11B,"iPS Cell","Research Grade","Tsuyoshi Fujioka","RIKEN BioResource Center",20973836,Male,Unknown,,,,amnion
SKIP,SKIP000651,HiPS-RIKEN-3A,"iPS Cell","Research Grade","Tsuyoshi Fujioka","RIKEN BioResource Center",20973836,Male,Unknown,,,,amnion
SKIP,SKIP000652,HiPS-RIKEN-3D,"iPS Cell","Research Grade","Tsuyoshi Fujioka","RIKEN BioResource Center",20973836,Male,Unknown,,,,amnion
SKIP,SKIP000653,HiPS-RIKEN-3E,"iPS Cell","Research Grade","Tsuyoshi Fujioka","RIKEN BioResource Center",20973836,Male,Unknown,,,,amnion
SKIP,SKIP000654,HiPS-RIKEN-4A,"iPS Cell","Research Grade","Tsuyoshi Fujioka","RIKEN BioResource Center",20973836,Male,Unknown,,,,amnion
SKIP,SKIP000655,HiPS-RIKEN-4B,"iPS Cell","Research Grade","Tsuyoshi Fujioka","RIKEN BioResource Center",20973836,Male,Unknown,,,,amnion
SKIP,SKIP000656,HiPS-RIKEN-4C,"iPS Cell","Research Grade","Tsuyoshi Fujioka","RIKEN BioResource Center",20973836,Male,Unknown,,,,amnion
SKIP,SKIP000657,HiPS-RIKEN-4D,"iPS Cell","Research Grade","Tsuyoshi Fujioka","RIKEN BioResource Center",20973836,Male,Unknown,,,,amnion
SKIP,SKIP000658,HiPS-RIKEN-4E,"iPS Cell","Research Grade","Tsuyoshi Fujioka","RIKEN BioResource Center",20973836,Male,Unknown,,,,amnion
SKIP,SKIP000659,HiPS-RIKEN-4F,"iPS Cell","Research Grade","Tsuyoshi Fujioka","RIKEN BioResource Center",20973836,Male,Unknown,,,,amnion
SKIP,SKIP000660,HiPS-RIKEN-4G,"iPS Cell","Research Grade","Tsuyoshi Fujioka","RIKEN BioResource Center",20973836,Male,Unknown,,,,amnion
SKIP,SKIP000661,HiPS-RIKEN-4H,"iPS Cell","Research Grade","Tsuyoshi Fujioka","RIKEN BioResource Center",20973836,Male,Unknown,,,,amnion
SKIP,SKIP000662,A1,"iPS Cell","Research Grade","Rudolf Jaenisch","The Whitehead Institute",18786421,Female,Caucasian,"Lesh-Nyhan syndrome",,,"Skin "
SKIP,SKIP000663,A6,"iPS Cell","Research Grade","Rudolf Jaenisch","The Whitehead Institute",18786421,Female,Caucasian,"Lesh-Nyhan syndrome",,,"Skin "
SKIP,SKIP000664,GM24581,"iPS Cell","Research Grade",,,,Female,Caucasian,,,,"Skin "
SKIP,SKIP000665,GM25430,"iPS Cell","Research Grade",,,"21368825 -- 24239350",Male,Caucasian,,,,"Skin Arm"
SKIP,SKIP000666,dH1f-RiPS-1.2,"iPS Cell","Research Grade",,,"20888316 -- 21368825",Male,Unknown,,,,"Skin "
SKIP,SKIP000667,dH1f-RiPS-1.3,"iPS Cell","Research Grade",,,"20888316 -- 21368825",Male,Unknown,,,,"Skin "
SKIP,SKIP000668,dH1f-RiPS-1.6,"iPS Cell","Research Grade",,,"20888316 -- 21368825",Male,Unknown,,,,"Skin "
SKIP,SKIP000669,dH1f-RiPS-1.5,"iPS Cell","Research Grade",,,"20888316 -- 21368825",Male,Unknown,,,,"Skin "
SKIP,SKIP000670,dH1f-RiPS-1.7,"iPS Cell","Research Grade",,,"20888316 -- 21368825",Male,Unknown,,,,"Skin "
SKIP,SKIP000671,dH1f-RiPS-1.11,"iPS Cell","Research Grade",,,"20888316 -- 21368825",Male,Unknown,,,,"Skin "
SKIP,SKIP000672,dH1f-RiPS-1.13,"iPS Cell","Research Grade",,,"20888316 -- 21368825",Male,Unknown,,,,"Skin "
SKIP,SKIP000673,dH1f-RiPS-1.14,"iPS Cell","Research Grade",,,"20888316 -- 21368825",Male,Unknown,,,,"Skin "
SKIP,SKIP000674,BJ-RiPS1.1,"iPS Cell","Research Grade",,,"20888316 -- 21368825",Male,Unknown,,,,"Skin foreskin"
SKIP,SKIP000675,BJ-RiPS1.2,"iPS Cell","Research Grade",,,"20888316 -- 21368825",Male,Unknown,,,,"Skin foreskin"
SKIP,SKIP000676,BJ-RiPS1.3,"iPS Cell","Research Grade",,,20888316,Male,Unknown,,,,"Skin foreskin"
SKIP,SKIP000677,MRC5-RiPS-1.2,"iPS Cell","Research Grade",,,20888316,Male,Caucasian,,,,Lung
SKIP,SKIP000678,MRC5-RiPS-1.8,"iPS Cell","Research Grade",,,20888316,Male,Caucasian,,,,Lung
SKIP,SKIP000679,MRC5-RiPS-1.9,"iPS Cell","Research Grade",,,20888316,Male,Caucasian,,,,Lung
SKIP,SKIP000680,MRC5-RiPS-1.11,"iPS Cell","Research Grade",,,20888316,Male,Caucasian,,,,Lung
SKIP,SKIP000681,D551-RiPS-1.1,"iPS Cell","Research Grade",,,20888316,Female,Caucasian,,,,"Skin "
SKIP,SKIP000682,D551-RiPS-1.2,"iPS Cell","Research Grade",,,20888316,Female,Caucasian,,,,"Skin "
SKIP,SKIP000683,D551-RiPS-1.3,"iPS Cell","Research Grade",,,20888316,Female,Caucasian,,,,"Skin "
SKIP,SKIP000684,iPS30,"iPS Cell","Research Grade","Hidemasa Oh","Department of Regenerative Medicine, Center for Innovative Clinical Medicine, Okayama University Hospital",25050861,,Unknown,"hypoplastic left heart syndrome",,,"Cardiac Tissue "
SKIP,SKIP000685,iPS46,"iPS Cell","Research Grade","Hidemasa Oh","Department of Regenerative Medicine, Center for Innovative Clinical Medicine, Okayama University Hospital",25050861,,Unknown,"hypoplastic left heart syndrome",,,"Cardiac Tissue "
SKIP,SKIP000686,iPS59,"iPS Cell","Research Grade","Hidemasa Oh","Department of Regenerative Medicine, Center for Innovative Clinical Medicine, Okayama University Hospital",25050861,,Unknown,"hypoplastic left heart syndrome",,,"Cardiac Tissue "
SKIP,SKIP000687,iPS72,"iPS Cell","Research Grade","Hidemasa Oh","Department of Regenerative Medicine, Center for Innovative Clinical Medicine, Okayama University Hospital",25050861,,Unknown,"hypoplastic left heart syndrome",,,"Cardiac Tissue "
SKIP,SKIP000688,iPS68,"iPS Cell","Research Grade","Hidemasa Oh","Department of Regenerative Medicine, Center for Innovative Clinical Medicine, Okayama University Hospital",25050861,,Unknown,"hypoplastic left heart syndrome",,,"Cardiac Tissue "
SKIP,SKIP000689,iPS65,"iPS Cell","Research Grade","Hidemasa Oh","Department of Regenerative Medicine, Center for Innovative Clinical Medicine, Okayama University Hospital",25050861,,Unknown,"total anomalous pulmonary venous connection",,,"Cardiac Tissue "
SKIP,SKIP000690,CF-RiPS1.2,"iPS Cell","Research Grade",,,"20888316 -- 21368825",,Unknown,"cystic fibrosis",,,"Skin Arm"
SKIP,SKIP000691,CF-RiPS1.3,"iPS Cell","Research Grade",,,"20888316 -- 21368825",,Unknown,"cystic fibrosis",,,"Skin Arm"
SKIP,SKIP000692,CF-RiPS1.4,"iPS Cell","Research Grade",,,"20888316 -- 21368825",,Unknown,"cystic fibrosis",,,"Skin Arm"
SKIP,SKIP000693,UTA-SF2-2,"iPS Cell","Research Grade","Makoto Asashima","Department of Life Sciences (Biology), Graduate School of Arts and Sciences, The University of Tokyo","21124894 ",Female,Unknown,,,,"Skin "
SKIP,SKIP000694,NPC1-1#4,"iPS Cell","Research Grade","Rudolf Jaenisch","Whitehead Institute for Biomedical Research",24936472,Male,Unknown,"Niemann-Pick typeC disease",,,"Skin "
SKIP,SKIP000695,NPC1-1#13,"iPS Cell","Research Grade","Rudolf Jaenisch","Whitehead Institute for Biomedical Research",24936472,Male,Unknown,"Niemann-Pick typeC disease",,,"Skin "
SKIP,SKIP000696,NPC1-2#9,"iPS Cell","Research Grade","Rudolf Jaenisch","Whitehead Institute for Biomedical Research",24936472,Female,Caucasian,"Niemann-Pick typeC disease",,,"Skin "
SKIP,SKIP000697,NPC1-2#26,"iPS Cell","Research Grade","Rudolf Jaenisch","Whitehead Institute for Biomedical Research",24936472,Female,Caucasian,"Niemann-Pick typeC disease",,,"Skin "
SKIP,SKIP000698,NPC1-3#4,"iPS Cell","Research Grade","Rudolf Jaenisch","Whitehead Institute for Biomedical Research",24936472,Female,Caucasian,"Niemann-Pick typeC disease",,,"Skin "
SKIP,SKIP000699,NPC1-4#17,"iPS Cell","Research Grade","Rudolf Jaenisch","Whitehead Institute for Biomedical Research",24936472,Female,Caucasian,"Niemann-Pick typeC disease",,,"Skin "
SKIP,SKIP000700,NPC1-4#20,"iPS Cell","Research Grade","Rudolf Jaenisch","Whitehead Institute for Biomedical Research",24936472,Female,Caucasian,"Niemann-Pick typeC disease",,,"Skin "
SKIP,SKIP000704,GM23298,"iPS Cell","Research Grade","Akitsu Hotta","Developmental and Stem Cell Biology Program and Ontario Human iPS Cell Facility",19404254,Female,Caucasian,"RETT SYNDROME",,,"Skin "
SKIP,SKIP000705,GM24559,"iPS Cell","Research Grade",Unknown,"Coriell Institute",,Female,Caucasian,"DYSTROPHIA MYOTONICA 1",,,"Skin "
SKIP,SKIP000706,PL502,"mesenchymal stem cell",,"Umezawa, Akihiro","National Center for Child Health and Development",,,Unknown,,,,placenta
SKIP,SKIP000707,PL504,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",,,Unknown,,,,placenta
SKIP,SKIP000708,PL505,"mesenchymal stem cell",,"Umezawa, Akihiro","National Center for Child Health and Development",,,Unknown,,,,placenta
SKIP,SKIP000709,PL507,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",,,Unknown,,,,placenta
SKIP,SKIP000710,UE6E7T-1,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",15923633,,Asian,,,,"Bone Marrow "
SKIP,SKIP000711,UE6E7T-2,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",15923633,,Unknown,,,,"Bone Marrow "
SKIP,SKIP000712,UE6E7T-3,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",15923633,,Unknown,,,,"Bone Marrow "
SKIP,SKIP000713,UE6E7TC-4,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",15923633,,Asian,,,,"Bone Marrow "
SKIP,SKIP000714,UBE6T-6,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",15923633,Female,Unknown,,,,"Bone Marrow "
SKIP,SKIP000715,UBE6T-7,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",15923633,,Asian,,,,"Bone Marrow "
SKIP,SKIP000716,UE7T-9,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",15923633,Female,Unknown,,,,"Bone Marrow "
SKIP,SKIP000717,UE6E7T-11,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",15923633,Female,Unknown,,,,"Bone Marrow "
SKIP,SKIP000718,UE6E7T-12,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",15923633,Female,Unknown,,,,"Bone Marrow "
SKIP,SKIP000719,UE7T-13,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",15923633,Female,Unknown,,,,"Bone Marrow "
SKIP,SKIP000720,Yub625,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",,,Unknown,,,,"polydactylous human fingers"
SKIP,SKIP000721,Yub631,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",,,Unknown,,,,"polydactylous human fingers"
SKIP,SKIP000722,Yub632,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",,,Unknown,,,,"polydactylous human fingers"
SKIP,SKIP000723,Yub633,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",,,Unknown,,,,"polydactylous human fingers"
SKIP,SKIP000724,UBE6T-15,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",15923633,Female,Unknown,,,,"Bone Marrow "
SKIP,SKIP000725,UE6E7-16,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",15923633,Female,Unknown,,,,"Bone Marrow "
SKIP,SKIP000726,Yub634,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",,,Unknown,,,,"polydactylous human fingers"
SKIP,SKIP000727,Yub635,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",,,Unknown,,,,finger
SKIP,SKIP000728,Yub637b,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",,,Unknown,,,,"bone (finger)"
SKIP,SKIP000729,Yub642p,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",,,Unknown,,,,"periosteum (finger)"
SKIP,SKIP000730,Yub642,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",,,Unknown,,,,finger
SKIP,SKIP000731,Yub637s,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",,,Unknown,,,,"skin (finger)"
SKIP,SKIP000732,Yub642b,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",,,Unknown,,,,"bone (finger)"
SKIP,SKIP000733,GM24666,"iPS Cell","Research Grade","Mason A. Israel","University of California San Diego",22278060,Male,Caucasian,"ALZHEIMER DISEASE",,,"Skin "
SKIP,SKIP000734,GM24675,"iPS Cell","Research Grade","Mason A. Israel","University of California San Diego",22278060,Female,"Caucasian : FINNISH","ALZHEIMER DISEASE",,,"Skin "
SKIP,SKIP000735,GM24683,"iPS Cell","Research Grade",Unknown,"Coriell Institute ",,Male,Caucasian,"CYSTIC FIBROSIS",,,Unknown
SKIP,SKIP000736,GM25256,"iPS Cell","Research Grade","Faith R Kreitzer","Gladstone Institute of Cardiovascular Disease, UCSF","23862100 -- 24509632 -- 25333967 -- 25333967",Male,"Asian : Japanese",,,,"Skin "
SKIP,SKIP000737,GM25267,"iPS Cell","Research Grade",,,"24268663 -- 15840476",Female,Caucasian,"LONG QT SYNDROME 3",,,"Skin "
SKIP,SKIP000738,GM25305,"iPS Cell","Research Grade","C. Ian Spencer","Gladstone Institute of Cardiovascular Disease","25254341 -- 15840476",Female,"Asian : Chinese","LONG QT SYNDROME 2",,,"Skin "
SKIP,SKIP000739,GM25318,"iPS Cell","Research Grade",,,,Female,Caucasian,"TUBEROUS SCLEROSIS 2",,,Unknown
SKIP,SKIP000740,PL508,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",,,Asian,,,,placenta
SKIP,SKIP000741,PL509,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",,,Unknown,,,,placenta
SKIP,SKIP000742,PL532,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",,,Unknown,,,,placenta
SKIP,SKIP000743,PL512,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",,Female,Unknown,,,,placenta
SKIP,SKIP000744,PL514,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",,Female,Unknown,,,,placenta
SKIP,SKIP000745,PL517,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",,Female,Unknown,,,,placenta
SKIP,SKIP000746,PL516,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",,Female,Unknown,,,,placenta
SKIP,SKIP000747,PL518,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",,Female,Unknown,,,,placenta
SKIP,SKIP000748,PALL-2,"acute lymphoblastic leukemia cell line",,"Miyoshi,I.","Department of Medicine, Kochi Medical School",8428799,Male,Asian,"Acute lymphoblastic leukaemia [ALL]",,,"Peripheral Blood(Cell Line) "
SKIP,SKIP000749,PL519,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",,,Unknown,,,,placenta
SKIP,SKIP000750,PL520,"Somatic Stem Cell",,"Umezawa, Akihiro","National Center for Child Health and Development",,,Unknown,,,,placenta
